Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Sum of Live weight (tonnes),Sum of Landed weight (tonnes),Sum of Value(£),
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Hake,Demersal,0.0022,0.002,0.003,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Halibut,Demersal,0.0326,0.0303,0.28834,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lemon Sole,Demersal,0.0126,0.0125,0.01247,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,0.2725,0.2725,5.773,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Monks or Anglers,Demersal,0.1162,0.0958,0.23917,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Mullet,Demersal,0.0033,0.0033,0.00657,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,18.8978,12.4218,63.18349,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Other Demersal,Demersal,0.0002,0.0002,0.00025,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Plaice,Demersal,0.037,0.0357,0.0308,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Skates and Rays,Demersal,0.0237,0.021,0.016,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Sole,Demersal,0.0147,0.0147,0.05108,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Squid,Shellfish,0.0899,0.0899,0.25536,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Turbot,Demersal,0.0715,0.0668,0.41465,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Whelks,Shellfish,0.026,0.026,0.026,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Whiting,Demersal,1.1282,1.1282,0.46972,
1,Blyth,Northumberland and Tyne and Wear,England,UK,10m&Under,Witch,Demersal,0.0081,0.008,0.0048,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Brill,Demersal,0.0339,0.0315,0.07849,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Cod,Demersal,0.8133,0.7035,1.11615,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Crabs,Shellfish,12.868,12.868,22.16013,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Gurnard,Demersal,0.0472,0.0472,0.018,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Haddock,Demersal,0.7774,0.6915,0.66644,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Hake,Demersal,0.0333,0.0322,0.04556,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Halibut,Demersal,0.1508,0.1399,1.42415,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lemon Sole,Demersal,0.0248,0.0244,0.02432,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Ling,Demersal,0.0051,0.0049,0.0031,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Lobsters,Shellfish,1.6766,1.6766,36.09464,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Monks or Anglers,Demersal,1.3186,1.0679,2.6057,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Mullet,Demersal,0.2361,0.2347,0.38498,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Nephrops,Shellfish,113.9272,83.8289,377.01167,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Other Demersal,Demersal,0.2806,0.2813,0.08744,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Other Shellfish,Shellfish,0.027,0.027,0.017,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Plaice,Demersal,0.0535,0.0513,0.06858,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Saithe,Demersal,0.002,0.0017,0.00214,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Sole,Demersal,0.0133,0.0133,0.0449,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Squid,Shellfish,0.7022,0.7022,1.7818,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Turbot,Demersal,0.1349,0.1245,0.65813,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Whiting,Demersal,0.7308,0.7286,0.42499,
1,Blyth,Northumberland and Tyne and Wear,England,UK,Over10m,Witch,Demersal,0.0241,0.0229,0.02586,
1,Boddam,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.528,1.528,4.48711,
1,Boddam,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0717,0.0717,1.54322,
1,Bognor Regis,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.0041,0.0041,0.0738,
1,Bonagee/Culdaff,Foreign,Ireland,UK,Over10m,Crabs,Shellfish,1.1335,1.1335,2.66396,
1,Bonagee/Culdaff,Foreign,Ireland,UK,Over10m,Lobsters,Shellfish,0.0018,0.0018,0.01287,
1,Boston,Lincolnshire,England,UK,Over10m,Shrimps and Prawns,Shellfish,0.895,0.895,2.62655,
1,Boulmer,Northumberland and Tyne and Wear,England,UK,10m&Under,Crabs,Shellfish,9.25,9.25,18.3019,
1,Boulmer,Northumberland and Tyne and Wear,England,UK,10m&Under,Lobsters,Shellfish,1.175,1.175,24.0502,
1,Boulmer,Northumberland and Tyne and Wear,England,UK,10m&Under,Nephrops,Shellfish,0.1462,0.1462,1.30575,
1,Boulmer,Northumberland and Tyne and Wear,England,UK,10m&Under,Whelks,Shellfish,0.008,0.008,0.006,
1,Boulogne,Foreign,France,UK,Over10m,Bass,Demersal,0.5539,0.5539,2.74144,
1,Boulogne,Foreign,France,UK,Over10m,Bream,Demersal,2.0396,2.0396,1.59971,
1,Boulogne,Foreign,France,UK,Over10m,Brill,Demersal,0.1844,0.1696,0.63888,
1,Boulogne,Foreign,France,UK,Over10m,Cod,Demersal,0.6694,0.5732,0.66415,
1,Boulogne,Foreign,France,UK,Over10m,Crabs,Shellfish,0.0166,0.0166,0.00889,
1,Boulogne,Foreign,France,UK,Over10m,Cuttlefish,Shellfish,3.1459,3.1459,6.64128,
1,Boulogne,Foreign,France,UK,Over10m,Dogfish,Demersal,0.8187,0.812,0.32029,
1,Boulogne,Foreign,France,UK,Over10m,Gurnard,Demersal,33.7096,33.7096,54.80382,
1,Boulogne,Foreign,France,UK,Over10m,Herring,Pelagic,0.039,0.039,0.01209,
1,Boulogne,Foreign,France,UK,Over10m,Horse Mackerel,Pelagic,19.3217,19.3217,11.56965,
1,Boulogne,Foreign,France,UK,Over10m,Lemon Sole,Demersal,0.5668,0.5468,0.78502,
1,Boulogne,Foreign,France,UK,Over10m,Mackerel,Pelagic,24.9062,24.9181,21.07715,
1,Boulogne,Foreign,France,UK,Over10m,Monks or Anglers,Demersal,0.2904,0.2424,0.82018,
1,Boulogne,Foreign,France,UK,Over10m,Mullet,Demersal,55.8008,55.8008,117.78083,
1,Boulogne,Foreign,France,UK,Over10m,Other Demersal,Demersal,31.2293,30.6594,15.57266,
1,Boulogne,Foreign,France,UK,Over10m,Other Pelagic,Pelagic,0.6568,0.6568,0.01557,
1,Boulogne,Foreign,France,UK,Over10m,Plaice,Demersal,6.2364,6.0648,4.83574,
1,Boulogne,Foreign,France,UK,Over10m,Saithe,Demersal,0.0023,0.002,0,
1,Boulogne,Foreign,France,UK,Over10m,Sardines,Pelagic,0.036,0.036,0.08228,
1,Boulogne,Foreign,France,UK,Over10m,Skates and Rays,Demersal,1.8735,1.8496,3.02082,
1,Boulogne,Foreign,France,UK,Over10m,Sole,Demersal,0.0389,0.038,0.29394,
1,Boulogne,Foreign,France,UK,Over10m,Squid,Shellfish,144.8579,144.8579,465.62581,
1,Boulogne,Foreign,France,UK,Over10m,Turbot,Demersal,0.0467,0.0439,0.26372,
1,Boulogne,Foreign,France,UK,Over10m,Whiting,Demersal,57.7143,56.9414,31.83865,
1,Bowmore,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.424,2.424,7.05089,
1,Bowmore,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.047,0.047,1.12153,
1,Bowmore,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,2.044,2.044,5.86295,
1,Bowmore,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.0066,0.0066,0.13892,
1,Bracadale,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.0545,0.0545,0.1068,
1,Bracadale,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0138,0.0138,0.3138,
1,Bracadale,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.025,0.025,0.3522,
1,Bridlington,East Riding and North Lincolnshire,England,UK,10m&Under,Cod,Demersal,0.257,0.245,0.4411,
1,Bridlington,East Riding and North Lincolnshire,England,UK,10m&Under,Crabs,Shellfish,12.878,12.878,23.99165,
1,Bridlington,East Riding and North Lincolnshire,England,UK,10m&Under,Lobsters,Shellfish,3.9637,3.9637,78.29008,
1,Bridlington,East Riding and North Lincolnshire,England,UK,10m&Under,Sole,Demersal,0.001,0.001,0.006,
1,Bridlington,East Riding and North Lincolnshire,England,UK,10m&Under,Whiting,Demersal,0.143,0.143,0.1001,
1,Bridlington,East Riding and North Lincolnshire,England,UK,Over10m,Crabs,Shellfish,62.1539,62.1539,128.05473,
1,Bridlington,East Riding and North Lincolnshire,England,UK,Over10m,Lobsters,Shellfish,9.8496,9.8496,215.21887,
1,Bridlington,East Riding and North Lincolnshire,England,UK,Over10m,Whelks,Shellfish,9.6939,9.6939,13.0724,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,0.2734,0.2734,2.52667,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Bream,Demersal,0.002,0.002,0.00911,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Brill,Demersal,0.086,0.0802,0.61159,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Cod,Demersal,0.3316,0.3025,0.97948,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,0.1608,0.081,0.08624,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Cuttlefish,Shellfish,0.0006,0.0006,0.0012,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Dogfish,Demersal,0.2569,0.2569,0.0426,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Gurnard,Demersal,0.1777,0.1777,0.57059,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Herring,Pelagic,0.0004,0.0004,0.00034,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Mackerel,Pelagic,0.008,0.008,0.0171,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Mullet,Demersal,0.001,0.001,0.004,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Nephrops,Shellfish,0.282,0.17,0.707,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.1193,0.1108,0.05109,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Plaice,Demersal,0.5272,0.5049,0.82901,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Pollack (Lythe),Demersal,0.1266,0.1101,0.42275,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Skates and Rays,Demersal,2.2912,1.6224,2.72169,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Sole,Demersal,0.2928,0.2838,3.68,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Turbot,Demersal,0.4008,0.3697,4.47123,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Whelks,Shellfish,1.1791,1.1791,1.7864,
1,Brighton,"Surrey, East and West Sussex",England,UK,10m&Under,Whiting,Demersal,0.0908,0.0794,0.04261,
1,Brixham,Devon,England,Netherlands,Over10m,Bass,Demersal,0.172,0.172,1.72516,
1,Brixham,Devon,England,Netherlands,Over10m,Bream,Demersal,1.87,1.87,6.2084,
1,Brixham,Devon,England,Netherlands,Over10m,Brill,Demersal,0.0054,0.005,0.04685,
1,Brixham,Devon,England,Netherlands,Over10m,Cod,Demersal,0.0011,0.0009,0.00367,
1,Brixham,Devon,England,Netherlands,Over10m,Cuttlefish,Shellfish,0.282,0.282,0.97572,
1,Brixham,Devon,England,Netherlands,Over10m,Gurnard,Demersal,0.409,0.409,1.14245,
1,Brixham,Devon,England,Netherlands,Over10m,Horse Mackerel,Pelagic,0.788,0.788,0.788,
1,Brixham,Devon,England,Netherlands,Over10m,Mackerel,Pelagic,0.152,0.152,0.48184,
1,Brixham,Devon,England,Netherlands,Over10m,Monks or Anglers,Demersal,0.0295,0.024,0.12168,
1,Brixham,Devon,England,Netherlands,Over10m,Mullet,Demersal,7.7079,7.7079,54.3414,
1,Brixham,Devon,England,Netherlands,Over10m,Other Demersal,Demersal,1.1251,1.125,0.76538,
1,Brixham,Devon,England,Netherlands,Over10m,Plaice,Demersal,0.2393,0.2279,0.68628,
1,Brixham,Devon,England,Netherlands,Over10m,Pollack (Lythe),Demersal,0.0093,0.0079,0.04632,
1,Brixham,Devon,England,Netherlands,Over10m,Skates and Rays,Demersal,0.0146,0.013,0.01989,
1,Brixham,Devon,England,Netherlands,Over10m,Squid,Shellfish,0.699,0.699,1.97118,
1,Brixham,Devon,England,Netherlands,Over10m,Turbot,Demersal,0.001,0.001,0.01326,
1,Brixham,Devon,England,Netherlands,Over10m,Whiting,Demersal,1.4181,1.2079,2.34768,
1,Brixham,Devon,England,UK,10m&Under,Bass,Demersal,1.8916,1.8916,11.63297,
1,Brixham,Devon,England,UK,10m&Under,Bream,Demersal,0.0086,0.0086,0.04492,
1,Brixham,Devon,England,UK,10m&Under,Brill,Demersal,0.6194,0.5723,5.43784,
1,Brixham,Devon,England,UK,10m&Under,Cod,Demersal,0.1612,0.1505,0.67149,
1,Brixham,Devon,England,UK,10m&Under,Crabs,Shellfish,1.1091,1.1091,4.57558,
1,Brixham,Devon,England,UK,10m&Under,Cuttlefish,Shellfish,7.3122,7.3122,15.89009,
1,Brixham,Devon,England,UK,10m&Under,Dogfish,Demersal,10.5918,10.5882,2.63999,
1,Brixham,Devon,England,UK,10m&Under,Gurnard,Demersal,1.8079,1.8076,1.65792,
1,Brixham,Devon,England,UK,10m&Under,Hake,Demersal,0.0041,0.0037,0.00555,
1,Brixham,Devon,England,UK,10m&Under,Herring,Pelagic,0.1431,0.1431,0.31232,
1,Brixham,Devon,England,UK,10m&Under,Lemon Sole,Demersal,6.421,6.1204,27.21218,
1,Brixham,Devon,England,UK,10m&Under,Ling,Demersal,0.0597,0.0528,0.16332,
1,Brixham,Devon,England,UK,10m&Under,Lobsters,Shellfish,0.162,0.162,3.31828,
1,Brixham,Devon,England,UK,10m&Under,Mackerel,Pelagic,0.3371,0.3371,0.78318,
1,Brixham,Devon,England,UK,10m&Under,Megrim,Demersal,0.001,0.001,0.00103,
1,Brixham,Devon,England,UK,10m&Under,Monks or Anglers,Demersal,2.3461,0.7824,7.80215,
1,Brixham,Devon,England,UK,10m&Under,Mullet,Demersal,0.0426,0.0414,0.24325,
1,Brixham,Devon,England,UK,10m&Under,Other Demersal,Demersal,9.2819,7.6351,6.33993,
1,Brixham,Devon,England,UK,10m&Under,Other Shellfish,Shellfish,0.3856,0.3856,0.87006,
1,Brixham,Devon,England,UK,10m&Under,Plaice,Demersal,3.388,3.2315,7.45453,
1,Brixham,Devon,England,UK,10m&Under,Pollack (Lythe),Demersal,7.4894,6.473,27.36312,
1,Brixham,Devon,England,UK,10m&Under,Saithe,Demersal,0.0102,0.0087,0.02482,
1,Brixham,Devon,England,UK,10m&Under,Sardines,Pelagic,0.3567,0.3567,0.6144,
1,Brixham,Devon,England,UK,10m&Under,Scallops,Shellfish,4.0081,4.0081,8.70691,
1,Brixham,Devon,England,UK,10m&Under,Skates and Rays,Demersal,6.8824,4.8872,11.67722,
1,Brixham,Devon,England,UK,10m&Under,Sole,Demersal,2.0308,1.9401,24.49604,
1,Brixham,Devon,England,UK,10m&Under,Squid,Shellfish,1.8612,1.8612,14.7279,
1,Brixham,Devon,England,UK,10m&Under,Turbot,Demersal,0.6073,0.5618,7.46753,
1,Brixham,Devon,England,UK,10m&Under,Whelks,Shellfish,0.1846,0.1846,0.26204,
1,Brixham,Devon,England,UK,10m&Under,Whiting,Demersal,1.5744,1.3397,1.54703,
1,Brixham,Devon,England,UK,Over10m,Bass,Demersal,2.1591,2.1288,17.45471,
1,Brixham,Devon,England,UK,Over10m,Bream,Demersal,0.4205,0.6891,1.033951,
1,Brixham,Devon,England,UK,Over10m,Brill,Demersal,16.4179,15.089,136.19235,
1,Brixham,Devon,England,UK,Over10m,Cod,Demersal,0.3069,0.256,1.19507,
1,Brixham,Devon,England,UK,Over10m,Crabs,Shellfish,2.5513,2.4547,8.90197,
1,Brixham,Devon,England,UK,Over10m,Cuttlefish,Shellfish,559.7597,559.7597,1417.45543,
1,Brixham,Devon,England,UK,Over10m,Dogfish,Demersal,29.6176,29.4423,7.02374,
1,Brixham,Devon,England,UK,Over10m,Gurnard,Demersal,63.5635,63.5624,60.5172,
1,Brixham,Devon,England,UK,Over10m,Haddock,Demersal,0.188,0.1608,0.52973,
1,Brixham,Devon,England,UK,Over10m,Hake,Demersal,0.0094,0.0083,0.03794,
1,Brixham,Devon,England,UK,Over10m,Lemon Sole,Demersal,12.1257,11.7402,54.73031,
1,Brixham,Devon,England,UK,Over10m,Ling,Demersal,0.1435,0.1254,0.35774,
1,Brixham,Devon,England,UK,Over10m,Lobsters,Shellfish,0.024,0.024,0.53543,
1,Brixham,Devon,England,UK,Over10m,Mackerel,Pelagic,0.0319,0.0319,0.07073,
1,Brixham,Devon,England,UK,Over10m,Megrim,Demersal,0.2403,0.2261,0.93852,
1,Brixham,Devon,England,UK,Over10m,Monks or Anglers,Demersal,62.2544,21.6712,189.53909,
1,Brixham,Devon,England,UK,Over10m,Mullet,Demersal,1.9533,1.9371,11.64245,
1,Brixham,Devon,England,UK,Over10m,Other Demersal,Demersal,61.1172,60.5321,34.89087,
1,Brixham,Devon,England,UK,Over10m,Other Pelagic,Pelagic,0.9,0.9,0.144,
1,Brixham,Devon,England,UK,Over10m,Other Shellfish,Shellfish,50.7477,50.7477,87.05014,
1,Brixham,Devon,England,UK,Over10m,Plaice,Demersal,40.3665,38.4757,101.23641,
1,Brixham,Devon,England,UK,Over10m,Pollack (Lythe),Demersal,0.2176,0.1863,0.82472,
1,Brixham,Devon,England,UK,Over10m,Sardines,Pelagic,2.549,2.549,0.5098,
1,Brixham,Devon,England,UK,Over10m,Scallops,Shellfish,99.9935,99.9935,235.503,
1,Brixham,Devon,England,UK,Over10m,Skates and Rays,Demersal,25.1084,16.0218,36.22774,
1,Brixham,Devon,England,UK,Over10m,Sole,Demersal,48.5476,46.533,634.30053,
1,Brixham,Devon,England,UK,Over10m,Squid,Shellfish,4.3931,4.3931,31.17568,
1,Brixham,Devon,England,UK,Over10m,Turbot,Demersal,15.4302,14.1732,189.83618,
1,Brixham,Devon,England,UK,Over10m,Whelks,Shellfish,17.8578,17.8578,26.5188,
1,Brixham,Devon,England,UK,Over10m,Whiting,Demersal,8.5719,7.6974,9.78128,
1,Broadford,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.8945,0.8945,1.71772,
1,Broadford,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.092,0.092,2.094,
1,Broadford,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,5.1122,5.1122,62.63245,
1,Broadford,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.88,0.88,2.73456,
1,Broadford,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,0.092,0.092,0.11132,
1,Broadford,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.1614,0.1614,2.01457,
1,Broadford,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,0.451,0.451,0.90337,
1,Brora,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.3639,0.3639,1.04587,
1,Brora,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0877,0.0877,1.95158,
1,Brora,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.235,0.235,2.56406,
1,Buckie,North Eastern Scotland,Scotland,UK,10m&Under,Cod,Demersal,0.027,0.027,0.13743,
1,Buckie,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,1.702,1.702,4.14615,
1,Buckie,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.454,0.454,9.539,
1,Buckie,North Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,3.9991,2.1523,11.52604,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Brill,Demersal,0.0023,0.0019,0.01,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Cod,Demersal,0.3172,0.2711,0.813,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Gurnard,Demersal,0.0219,0.0219,0.01101,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Haddock,Demersal,27.1922,26.5462,25.3535,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Halibut,Demersal,0.0432,0.04,0.315,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Lemon Sole,Demersal,0.0189,0.018,0.096,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.799,0.655,2.012,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,7.7219,4.904,23.36684,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Plaice,Demersal,0.9565,0.911,1.24401,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Saithe,Demersal,0.0119,0.01,0.012,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Scallops,Shellfish,3.45,3.45,6.98369,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Skates and Rays,Demersal,0.0339,0.03,0.03,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Squid,Shellfish,0.23,0.23,0.46925,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Turbot,Demersal,0.0087,0.008,0.115,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Whiting,Demersal,0.3016,0.298,0.435,
1,Buckie,North Eastern Scotland,Scotland,UK,Over10m,Witch,Demersal,0.1114,0.1051,0.13299,
1,Bunessan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.522,0.522,1.24939,
1,Bunessan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0423,0.0423,0.89767,
1,Bunessan,Highlands and Islands,Scotland,UK,10m&Under,Shrimps and Prawns,Shellfish,0.0509,0.0509,1.3325,
1,Bunessan,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.5311,0.5311,6.75158,
1,Burela,Foreign,Spain,UK,Over10m,Hake,Demersal,19.961,17.9828,6.47394,
1,Burela,Foreign,Spain,UK,Over10m,Other Demersal,Demersal,0.0356,0.0356,0.02664,
1,Burghead,North Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.0108,0.0108,0.02398,
1,Burghead,North Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0136,0.0136,0.27132,
1,Burghead,North Eastern Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,15.8387,9.5355,48.087,
1,Burghead,North Eastern Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,3.5411,2.7882,14.92726,
1,Burnham-On-Crouch,Essex,England,UK,10m&Under,Mussels,Shellfish,0.076,0.076,0.022,
1,Burnham-On-Crouch,Essex,England,UK,10m&Under,Other Shellfish,Shellfish,0.395,0.395,1.4615,
1,Burnham-On-Crouch,Essex,England,UK,10m&Under,Oysters,Shellfish,0.065,0.065,0.031,
1,Burnmouth,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.681,0.681,1.45753,
1,Burnmouth,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.101,0.101,1.9974,
1,Burnmouth,Eastern Scotland,Scotland,UK,Over10m,Crabs,Shellfish,6.729,6.729,16.16191,
1,Burnmouth,Eastern Scotland,Scotland,UK,Over10m,Lobsters,Shellfish,1.8466,1.8466,39.60133,
1,Burra (Hamnavoe),Highlands and Islands,Scotland,UK,10m&Under,Cod,Demersal,0.2492,0.213,0.69012,
1,Burra (Hamnavoe),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.328,0.328,1.02241,
1,Burra (Hamnavoe),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.159,0.159,3.46862,
1,Burravoe,Highlands and Islands,Scotland,UK,10m&Under,Pollack (Lythe),Demersal,0.4972,0.425,1.04071,
1,Burravoe,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,0.325,0.325,0.758,
1,Burray,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,8.736,8.736,25.23825,
1,Burray,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.041,0.041,0.76342,
1,Burtonport,Foreign,Ireland,UK,Over10m,Crabs,Shellfish,1.6488,1.6488,3.87515,
1,Burtonport,Foreign,Ireland,UK,Over10m,Lobsters,Shellfish,0.0048,0.0048,0.03504,
1,Cadgwith,Cornwall and Isles of Scilly,England,UK,10m&Under,Bass,Demersal,0.3853,0.3853,3.5035,
